시간,시스템 CPU 사용률 (%),프로세스 메모리 사용량 (MB),Current Thread 수,호출 건수,TPS,동시 사용자,ERROR 수,SQL 수,최대 TPS,프로세스 CPU사용률 (%)
8/28/2017 05:03,21.33,503,25.33,1389,23.14,28.04,76,28977,28.79,6.34
8/28/2017 05:04,19.54,618,31.73,1356,22.6,34.75,76,15038,31,5.74
8/28/2017 05:05,19.47,544,27.29,1354,22.56,37.53,91,15985,29.2,5.97
8/28/2017 05:06,19.84,446,22.5,1353,22.54,41.5,96,29393,29.79,6.31
8/28/2017 05:07,21.5,516,26.26,1422,23.7,36.96,86,16158,32.2,6.22
8/28/2017 05:08,22.63,593,30.79,1643,27.38,36.02,97,19440,38.79,7.6
8/28/2017 05:09,15.24,767,39.59,1306,21.76,38.14,153,32329,29.6,7.09
8/28/2017 05:10,7.17,730,36.96,1032,17.2,54.28,107,14043,29.39,6.34
8/28/2017 05:11,6.77,530,26.29,1000,16.66,44.1,119,14287,20.6,6.19
8/28/2017 05:12,8.69,615,30.86,1393,23.21,43.15,102,29558,34.79,7.6
8/28/2017 05:13,6.87,834,43.5,1021,17.01,50.85,98,14147,30.6,6.13
8/28/2017 05:14,6.9,567,28.86,1043,17.38,24.05,101,14447,23.2,6.48
8/28/2017 05:15,7.5,544,27.91,1029,17.14,39.34,113,27636,30.6,6.58
8/28/2017 05:16,6.47,570,29.01,961,16.01,59.86,112,13366,22,5.71
8/28/2017 05:17,6.63,565,28.61,1002,16.7,32.24,99,13710,27.6,6.22
8/28/2017 05:18,6.76,525,25.89,987,16.45,32.17,106,26281,26,6.16
8/28/2017 05:19,5.89,466,23.76,942,15.69,49.95,93,12338,25.6,5.24
8/28/2017 05:20,6.05,514,25.6,949,15.81,28.18,85,11648,23.6,5.53
8/28/2017 05:21,6.89,729,37.5,942,15.69,44.33,110,26283,24,6.06
8/28/2017 05:22,6.43,629,31.88,1007,16.78,30.82,128,13831,23.2,5.93
8/28/2017 05:23,6.38,604,30.58,982,16.36,42.75,96,13376,24.6,5.85
8/28/2017 05:24,7.59,623,31.76,1136,18.93,39.14,91,27496,24.6,7.06
8/28/2017 05:25,7.43,526,26.08,1167,19.45,35.68,154,16600,23.2,6.84
8/28/2017 05:26,6.28,528,26.56,975,16.25,46.17,97,12832,27.2,5.87
8/28/2017 05:27,6.14,385,19.38,893,14.88,33.86,101,24565,19.6,5.63
8/28/2017 05:28,6.98,474,24.41,1086,18.1,34.58,108,14700,26.6,6.46
8/28/2017 05:29,5.7,516,26.46,913,15.21,34.6,91,12468,21.39,5.18
8/28/2017 05:30,6.92,824,44.58,983,16.38,41.34,100,26433,28.79,5.96
8/28/2017 05:31,6.95,649,33.15,1101,18.35,52.22,123,15029,28.2,6.33
8/28/2017 05:32,6.78,679,34.68,1119,18.64,43.7,108,14362,24.79,6.31
8/28/2017 05:33,6.76,570,28.58,1023,17.04,37.45,107,27197,21.6,6.2
8/28/2017 05:34,6.34,547,26.89,1021,17.01,35.49,102,12771,23.6,5.75
8/28/2017 05:35,6.12,548,27.23,963,16.04,39.85,99,13174,19.2,5.58
8/28/2017 05:36,6.75,587,29.83,967,16.11,41.24,95,25395,22.79,6.05
8/28/2017 05:37,5.57,508,25.6,901,15.01,30.94,102,12563,18.39,5.15
8/28/2017 05:38,7.1,463,23.16,1018,16.96,35.68,114,14635,21.6,6.67
8/28/2017 05:39,6.44,513,26.06,904,15.06,27.67,126,26714,19.2,5.86
8/28/2017 05:40,6.45,483,23.93,848,14.13,28.39,127,14697,19.79,5.84
8/28/2017 05:41,5.77,452,22.23,926,15.43,35.49,95,12810,19,5.11
8/28/2017 05:42,5.99,556,28.5,815,13.58,34.36,85,24235,17.39,5.32
8/28/2017 05:43,6.12,484,24.63,930,15.5,40.34,112,13380,20.2,5.67
8/28/2017 05:44,5.76,488,24.46,849,14.14,32.29,95,11945,16.6,5.34
8/28/2017 05:45,6.72,440,21.89,914,15.23,30.99,110,26460,18.6,6.03
8/28/2017 05:46,5.69,459,22.43,882,14.69,42.65,100,13107,19.79,5.3
8/28/2017 05:47,6.14,626,32.06,939,15.64,42.44,96,13315,24,5.53
8/28/2017 05:48,6.38,595,29.83,825,13.75,31.04,93,24926,24.79,5.78
8/28/2017 05:49,5.2,471,23.6,813,13.55,31.24,87,11081,30.2,4.66
8/28/2017 05:50,6.38,632,33.09,897,14.94,24.17,98,13567,21.2,5.6
8/28/2017 05:51,6.47,439,21.73,986,16.43,42.46,101,26029,21.79,5.89
8/28/2017 05:52,6.23,466,23.36,971,16.18,31.06,87,13134,20.2,5.7
8/28/2017 05:53,6.16,520,26.28,910,15.16,29.55,95,12181,23.39,5.53
8/28/2017 05:54,6.02,562,28.36,873,14.55,38.27,84,25017,20.39,5.51
8/28/2017 05:55,5.81,458,22.85,837,13.94,24.26,102,12768,17.6,5.17
8/28/2017 05:56,6.09,471,23.35,926,15.43,44.59,104,13566,21.2,5.43
8/28/2017 05:57,5.92,412,20.43,903,15.05,38.04,74,24650,19.6,5.33
8/28/2017 05:58,5.73,467,24.06,904,15.06,25,74,12171,21.39,5.01
8/28/2017 05:59,6.16,504,26.31,955,15.91,30.12,105,14040,20.79,5.66
8/28/2017 06:00,7.36,894,48.71,1009,16.8,36.71,134,28349,25.79,6.34
8/28/2017 06:01,6.66,562,28.78,1001,16.68,32.88,121,15035,20,6.25
8/28/2017 06:02,6.09,542,27.56,901,15.01,39.56,138,13888,19,5.52
8/28/2017 06:03,6.76,447,22.08,911,15.18,29.85,123,25804,20.6,6.33
8/28/2017 06:04,7.52,559,27.93,1051,17.51,39.45,172,17370,24.2,6.85
8/28/2017 06:05,7.55,508,25.43,963,16.04,23.04,139,16650,24.2,6.95
8/28/2017 06:06,6.31,511,25.86,835,13.91,47.74,136,26676,18.6,5.69
8/28/2017 06:07,6.12,443,22.25,870,14.5,40.1,129,14361,23,5.57
8/28/2017 06:08,6.58,583,29.2,1029,17.14,46.86,130,15241,22.79,6.02
8/28/2017 06:09,6.15,540,26.89,862,14.36,37.32,103,25272,18.79,5.74
8/28/2017 06:10,6.08,675,34.59,775,12.91,48.11,132,14292,18.79,5.28
8/28/2017 06:11,6.2,486,24.26,770,12.83,35.75,148,13796,17.6,5.72
8/28/2017 06:12,6.12,545,26.95,777,12.94,32.29,121,25068,16.6,5.55
8/28/2017 06:13,5.35,569,28.5,705,11.75,31.68,119,11430,17.6,4.69
8/28/2017 06:14,5.38,658,34.29,749,12.48,46.55,110,12222,16.79,4.88
8/28/2017 06:15,5.82,644,33.33,793,13.21,36.97,119,25002,16.2,5.15
8/28/2017 06:16,6.92,663,34,961,16.01,64.58,134,16656,25.39,6.39
8/28/2017 06:17,5.86,634,32.65,880,14.66,46.18,125,12456,21.2,5.4
8/28/2017 06:18,6.38,564,28.33,858,14.3,44.84,118,25048,20.2,5.83
8/28/2017 06:19,5.8,631,33,838,13.96,36.52,122,12312,18.6,5.26
8/28/2017 06:20,5.9,912,49.66,854,14.23,37,117,12871,23,5.01
8/28/2017 06:21,6.53,575,29.5,956,15.93,40.83,126,26031,20.6,5.97
8/28/2017 06:22,6.31,505,25.83,907,15.11,40.21,125,13722,18.6,5.93
8/28/2017 06:23,4.88,522,26.33,709,11.81,32.93,89,10023,15.6,4.5
8/28/2017 06:24,6.26,602,31.33,818,13.63,38.88,129,25898,16.79,5.57
8/28/2017 06:25,5.98,434,21.5,810,13.5,37.58,115,13033,20.2,5.49
8/28/2017 06:26,6.37,625,31.16,840,14,41.61,158,15517,19,5.81
8/28/2017 06:27,6.35,566,28.83,859,14.31,40.97,120,26276,23,5.69
8/28/2017 06:28,6.56,592,29.16,950,15.83,46.36,136,14666,24,6.03
8/28/2017 06:29,6.14,499,25,922,15.36,26.45,101,13468,21.2,5.69
8/28/2017 06:30,5.89,528,26.71,776,12.93,30.37,92,24160,19.2,5
8/28/2017 06:31,5.95,633,32.29,810,13.5,39.95,111,13113,18.79,5.44
8/28/2017 06:32,5.27,585,29.36,702,11.69,34.58,132,12477,14.6,4.78
8/28/2017 06:33,6.27,557,28.71,883,14.71,35.68,105,24955,18.39,5.67
8/28/2017 06:34,4.87,463,23.58,680,11.33,32.81,96,9804,19.2,4.44
8/28/2017 06:35,5.15,415,20.91,763,12.71,26.68,95,10615,18,4.59
8/28/2017 06:36,5.53,442,22.26,808,13.46,36.18,116,24570,17,4.92
8/28/2017 06:37,6.56,540,27.75,1000,16.66,39.85,105,13955,22,5.79
8/28/2017 06:38,5.63,675,35.21,812,13.53,40.64,96,12106,20.39,4.96
8/28/2017 06:39,5.63,526,27.18,777,12.94,34.89,105,24150,20.39,4.99
8/28/2017 06:40,6.56,657,34.38,893,14.88,46.35,132,14309,22.39,5.66
8/28/2017 06:41,7.37,795,40.72,989,16.48,48.13,160,16947,22.39,6.76
8/28/2017 06:42,7.1,647,31.79,1001,16.68,28.86,112,26927,22.6,6.49
8/28/2017 06:43,6.71,658,33.29,1044,17.39,27.81,129,15801,23.6,5.88
8/28/2017 06:44,7.81,799,41.25,1138,18.96,46.58,152,18853,26.79,7.14
8/28/2017 06:45,7.16,875,45.16,1024,17.05,32,115,27448,21.2,6.23
8/28/2017 06:46,6.66,679,35.51,1113,18.54,49.76,103,13907,24.6,5.9
8/28/2017 06:47,6.87,883,45.04,1085,18.07,38.33,97,14370,22.79,6.24
8/28/2017 06:48,7.72,833,41.79,1146,19.1,40.15,92,27546,25.39,7.09
8/28/2017 06:49,7.1,825,40.7,1117,18.61,44.13,105,15288,24.2,6.53
8/28/2017 06:50,6.22,758,38.29,1019,16.98,49.75,86,12471,25.6,5.46
8/28/2017 06:51,6.81,824,42.66,958,15.96,57.97,130,27065,21.39,6
8/28/2017 06:52,5.85,718,35.72,877,14.61,43.48,104,12602,21,5.5
8/28/2017 06:53,6.16,562,28,924,15.39,50.45,131,13308,19.79,5.48
8/28/2017 06:54,5.78,710,36.63,850,14.16,37.71,90,24201,21.2,5.19
8/28/2017 06:55,6.93,566,28.13,1061,17.68,25.94,111,15176,28,6.41
8/28/2017 06:56,7.48,573,28.36,1090,18.16,34.15,145,17912,21.79,6.91
8/28/2017 06:57,6.68,533,26.39,989,16.48,35.77,118,26758,24.2,6.04
8/28/2017 06:58,5.45,644,32.72,879,14.64,28.75,86,12052,23.2,4.84
8/28/2017 06:59,6.13,663,33.76,947,15.78,49.48,102,13529,19.2,5.64
8/28/2017 07:00,6.71,711,36.96,848,14.13,40.1,109,26052,23,5.9
8/28/2017 07:01,6.49,620,31.53,935,15.58,30.55,113,13463,21.6,5.82
8/28/2017 07:02,6.36,629,31.78,955,15.91,44.8,124,13208,23,5.78
8/28/2017 07:03,6.43,711,35.63,946,15.76,34.36,109,25797,20.79,5.95
8/28/2017 07:04,6.12,545,26.36,963,16.04,41.47,100,13060,20.79,5.67
8/28/2017 07:05,6.33,536,27.39,963,16.04,36.09,98,13452,22.2,5.64
8/28/2017 07:06,7.66,729,38.06,1044,17.39,49.89,131,27808,22.2,6.9
8/28/2017 07:07,7.03,830,43.86,1074,17.89,56.7,126,14493,22,6.3
8/28/2017 07:08,6.93,592,31.29,1040,17.32,40.54,113,13781,22.6,6.25
8/28/2017 07:09,6.24,633,33.63,866,14.43,36.22,101,25496,19.6,5.77
8/28/2017 07:10,5.45,443,23.29,790,13.16,37.65,85,11514,20.6,4.91
8/28/2017 07:11,6.06,396,21.16,864,14.39,52.33,92,13437,18.6,5.5
8/28/2017 07:12,7.13,467,24.21,1000,16.66,49.28,120,28726,21.79,6.57
8/28/2017 07:13,6.18,427,21.7,907,15.11,41.51,101,14969,21,5.66
8/28/2017 07:14,5.7,426,21.96,812,13.53,33.03,94,11485,18.39,5.13
8/28/2017 07:15,6.86,565,29.76,889,14.81,38.79,118,26187,21,6.2
8/28/2017 07:16,6.08,542,28.23,867,14.44,65.08,111,12490,21,5.57
8/28/2017 07:17,6.22,529,27.43,933,15.55,61.44,112,13590,25.79,5.78
8/28/2017 07:18,6.81,525,26.75,971,16.18,59.68,117,26666,21,6.25
8/28/2017 07:19,6.6,690,36.13,985,16.41,53.99,133,14016,23.6,6.04
8/28/2017 07:20,7.28,766,40.01,969,16.14,37.34,137,15085,25.39,6.55
8/28/2017 07:21,6.74,604,31.81,910,15.16,47.32,111,25867,20,6.18
8/28/2017 07:22,6.66,562,28.94,972,16.2,41.45,114,13757,23.39,5.96
8/28/2017 07:23,6.9,610,32.26,1040,17.32,31.15,142,15160,22.2,6.33
8/28/2017 07:24,6.21,572,29.83,870,14.5,31.84,97,24514,21.6,5.75
8/28/2017 07:25,6.27,580,30.1,851,14.18,40.24,116,13163,18,5.54
8/28/2017 07:26,6.41,466,23.7,945,15.75,53.4,127,13691,20.39,5.92
8/28/2017 07:27,7.65,576,29.6,995,16.57,52.08,156,30016,24,6.75
8/28/2017 07:28,7,615,32.43,1050,17.5,39.96,94,15489,22.2,6.49
8/28/2017 07:29,6.71,570,29.63,1050,17.5,33.39,96,14394,25.2,6.14
8/28/2017 07:30,6.28,513,26.93,885,14.75,36.18,101,24344,24.6,5.54
8/28/2017 07:31,5.94,489,25.89,905,15.08,54.31,108,13208,19.79,5.45
8/28/2017 07:32,6.35,606,31.63,901,15.01,42.55,111,13809,21,5.77
8/28/2017 07:33,6.72,604,31.33,973,16.21,37.54,99,25717,23.39,6.17
8/28/2017 07:34,6.87,484,25.43,1042,17.36,30.23,135,16499,23.2,6.46
8/28/2017 07:35,6.57,539,27.5,1000,16.66,42.38,97,13780,22,5.9
8/28/2017 07:36,7.64,580,29.56,987,16.45,56.39,138,28842,21,7.09
8/28/2017 07:37,6.77,712,36.43,950,15.83,64.93,117,14539,20.79,6.18
8/28/2017 07:38,6.69,755,39.7,942,15.69,54.07,116,13939,24,5.96
8/28/2017 07:39,7.24,742,38.29,1128,18.79,54.01,131,28060,27.6,6.59
8/28/2017 07:40,7.76,815,42.93,1124,18.73,57.21,129,16547,34.59,6.98
8/28/2017 07:41,6.95,598,30.66,1100,18.32,48.04,125,14833,24.39,6.14
8/28/2017 07:42,8.73,874,45.93,1210,20.16,57.55,196,32083,25.39,8.17
8/28/2017 07:43,7.4,782,40.78,1092,18.2,71.64,156,16030,25.39,6.74
8/28/2017 07:44,6.47,644,33.4,1033,17.21,52.42,127,13575,25.79,5.94
8/28/2017 07:45,7.72,716,37.65,1070,17.82,50.11,135,27898,23.39,7.01
8/28/2017 07:46,7.48,614,31.25,1169,19.48,49.3,105,15852,25.6,7.06
8/28/2017 07:47,7.43,649,33.83,1228,20.46,46.12,120,15217,25.6,6.79
8/28/2017 07:48,7.78,580,30,1184,19.73,38.26,120,28352,33,7.22
8/28/2017 07:49,8.42,639,33.25,1396,23.26,37.14,118,16525,31,7.65
8/28/2017 07:50,8.13,779,41.25,1222,20.36,32.42,109,15481,38.2,7.35
8/28/2017 07:51,9.43,656,34.5,1240,20.66,44.97,101,142420,40.4,8.36
8/28/2017 07:52,7.48,725,37.9,1185,19.75,51.13,134,15980,28.6,6.67
8/28/2017 07:53,7.23,617,32.58,1033,17.21,58.43,139,15759,31.2,6.79
8/28/2017 07:54,8.44,765,40.9,1312,21.86,41.84,137,30325,34.4,7.64
8/28/2017 07:55,8.44,645,33.75,1306,21.76,39.13,139,17558,34.79,7.79
8/28/2017 07:56,8.36,591,31.08,1366,22.76,41.91,120,17813,34.59,7.65
8/28/2017 07:57,9.31,812,42.41,1443,24.04,50.73,146,32328,31.79,8.56
8/28/2017 07:58,9.32,672,34.5,1623,27.04,32.65,128,19542,46,8.73
8/28/2017 07:59,9.86,669,35.75,1745,29.08,50.76,128,20338,35.59,9.08
8/28/2017 08:00,11.86,1021,54.16,1842,30.7,48.02,165,46708,46.79,10.85
8/28/2017 08:01,11.45,840,43.16,2009,33.47,45.55,157,23938,45.2,10.88
8/28/2017 08:02,9.4,617,31.18,1528,25.46,41.83,138,19141,44.59,8.86
8/28/2017 08:03,9.91,555,29.13,1552,25.86,37.33,111,31757,40.59,9.02
8/28/2017 08:04,8.65,738,38.63,1340,22.33,60.83,193,19331,37.79,8.09
8/28/2017 08:05,8.01,755,39.33,1322,22.03,64.56,144,16871,37.79,7.18
8/28/2017 08:06,9.46,615,31.93,1412,23.53,50.38,125,30527,39.79,8.78
8/28/2017 08:07,8.5,570,29.43,1301,21.68,51.06,128,17362,40.2,7.81
8/28/2017 08:08,9.33,826,43.9,1408,23.46,59.49,161,18733,38.4,8.46
8/28/2017 08:09,10.19,710,37,1690,28.16,42.37,141,34102,45.4,9.55
8/28/2017 08:10,8.71,1260,68.26,1304,21.73,63.17,143,17944,36.59,7.64
8/28/2017 08:11,8.42,1155,60.59,1281,21.35,53.3,155,18540,34.59,7.74
8/28/2017 08:12,8.52,878,45.33,1291,21.51,59.05,150,30359,36.4,7.83
8/28/2017 08:13,8.57,658,34.13,1254,20.89,44.21,160,19119,36.59,8.02
8/28/2017 08:14,7.94,669,35.2,1274,21.23,55.5,122,17161,36.2,7.23
8/28/2017 08:15,8.22,885,47,1158,19.29,49.35,166,30825,32.2,7.23
8/28/2017 08:16,9.81,1017,53.79,1491,24.85,69.33,195,21795,36.4,8.94
8/28/2017 08:17,7.89,950,49.66,1273,21.21,64.09,147,16670,30.6,7.17
8/28/2017 08:18,8.72,838,43.86,1345,22.41,57.02,141,30792,37,7.95
8/28/2017 08:19,7.03,871,45.7,1029,17.14,53.06,162,15118,28,6.19
8/28/2017 08:20,8.22,971,49.51,1113,18.54,64.84,197,18039,32.79,7.4
8/28/2017 08:21,8.27,838,42.36,1172,19.53,67.26,178,30663,34,7.65
8/28/2017 08:22,8.56,840,43.26,1323,22.04,49.65,183,18889,34.2,7.69
8/28/2017 08:23,9.19,755,38.15,1478,24.63,53.61,169,19607,37.59,8.09
8/28/2017 08:24,10.85,1016,51.78,1621,27.01,55.17,231,35595,43.79,9.86
8/28/2017 08:25,9.05,848,41.33,1288,21.46,55.82,195,22340,31.2,7.92
8/28/2017 08:26,8.89,938,47.91,1338,22.29,35.4,138,20065,32.59,8.34
8/28/2017 08:27,10.73,705,35.47,1769,29.48,57.55,132,33677,48,9.99
8/28/2017 08:28,10.22,837,42.63,1649,27.48,66.66,211,24234,38.2,9.38
8/28/2017 08:29,11.83,897,44.81,1976,32.93,52.85,152,23646,54.2,11.25
8/28/2017 08:30,12.98,932,47.71,2124,35.4,39.02,156,38966,46.4,11.99
8/28/2017 08:31,12.64,774,38.54,2209,36.81,56.22,144,26378,47.79,11.91
8/28/2017 08:32,12.62,1022,51.84,2138,35.63,59.19,163,25919,47.4,11.79
8/28/2017 08:33,12.93,796,39.86,2103,35.04,56,159,39013,50.79,11.99
8/28/2017 08:34,10.91,814,41.38,1881,31.35,55.24,184,23232,43,10.25
8/28/2017 08:35,9.58,711,34.96,1582,26.36,61.23,158,20671,34.79,8.96
8/28/2017 08:36,11.94,626,30.6,1989,33.15,50.56,147,35742,52.79,11.36
8/28/2017 08:37,12.56,642,32.03,2177,36.28,32,127,23608,52.79,11.4
8/28/2017 08:38,12.49,807,40.45,2149,35.81,43.54,121,23727,52.79,11.73
8/28/2017 08:39,11.06,815,41.46,1817,30.28,49.43,169,35011,42.79,10.43
8/28/2017 08:40,10.07,1113,58.33,1599,26.64,49.6,132,19945,39.4,9.02
8/28/2017 08:41,10.13,722,36.22,1818,30.29,56.86,107,19461,42.4,9.68
8/28/2017 08:42,11.58,651,32.43,1933,32.21,45.33,152,36150,48.79,10.85
8/28/2017 08:43,10.49,660,33.13,1769,29.48,63.82,148,22714,45.2,9.93
8/28/2017 08:44,8.65,766,38.65,1493,24.88,37.08,99,16663,43.79,7.77
8/28/2017 08:45,12.58,915,46.4,2053,34.21,46.27,155,38276,45.59,11.67
8/28/2017 08:46,13.28,779,38.72,2495,41.58,71.5,122,26333,51.2,12.89
8/28/2017 08:47,11.13,766,37.53,1893,31.54,39.22,112,22925,46.79,10.43
8/28/2017 08:48,13.11,748,37.15,2253,37.54,62.91,135,38731,56.2,12.32
8/28/2017 08:49,9.86,698,34.53,1705,28.41,44.25,113,21582,34.4,9.35
8/28/2017 08:50,21.05,1285,68.09,3014,50.23,54.36,135,29797,72.4,19.6
8/28/2017 08:51,13.97,948,47.4,2377,39.61,53.66,172,41301,61.79,13.28
8/28/2017 08:52,11.22,688,34.09,1966,32.76,73.84,139,23108,50,10.28
8/28/2017 08:53,12.83,878,45.59,2171,36.18,53.34,132,26105,48.2,12.11
8/28/2017 08:54,12.76,936,47.33,2164,36.06,61.38,146,39278,52,12
8/28/2017 08:55,11.56,930,47.29,1946,32.43,66.54,159,24079,46.59,10.63
8/28/2017 08:56,16.79,963,48.68,2614,43.56,76.53,142,26359,66.59,16.09
8/28/2017 08:57,21.7,1013,50.51,3095,51.58,53.22,109,41703,65.59,20.97
8/28/2017 08:58,24.46,992,49.66,3552,59.2,62.75,128,33479,72.19,23.84
8/28/2017 08:59,24.44,1068,53.71,3532,58.86,59.02,177,36078,76,23.49
8/28/2017 09:00,14.56,1440,74.86,2371,39.51,66.88,160,40839,67.8,13.4
8/28/2017 09:01,14.08,1043,52.18,2489,41.48,77.27,162,29991,58.59,13.56
8/28/2017 09:02,12.52,1063,53.68,2243,37.38,70.86,170,26179,50,11.7
8/28/2017 09:03,12.3,1146,58.34,2171,36.18,64.95,132,36761,47.79,11.5
8/28/2017 09:04,13.68,833,41.38,2433,40.54,62.11,176,26802,62.79,13.03
8/28/2017 09:05,12.37,644,31.5,2138,35.63,61.74,171,27888,49,11.55
8/28/2017 09:06,11.86,797,39.68,2030,33.83,63.73,126,37390,43.2,11.07
8/28/2017 09:07,12.38,943,47.01,2170,36.15,61.14,149,26271,48.2,11.65
8/28/2017 09:08,10.82,870,43.53,1798,29.96,61.74,174,24545,44,9.96
8/28/2017 09:09,14.49,1015,51.4,2430,40.5,70.4,164,42468,57,13.62
8/28/2017 09:10,10.29,1419,74.5,1650,27.5,101,196,22606,39.79,9.19
8/28/2017 09:11,10.05,1036,51.66,1724,28.73,75.63,169,22099,38.59,9.27
8/28/2017 09:12,11.06,1041,52.66,1825,30.41,79.13,191,37496,36.59,10.43
8/28/2017 09:13,9.44,852,43.33,1512,25.2,65.44,150,21541,33,8.8
8/28/2017 09:14,11.19,956,48.5,1903,31.71,79.55,193,25382,40.4,10.46
8/28/2017 09:15,15.46,1148,58.33,2482,41.36,72.91,163,40124,68.59,14.51
8/28/2017 09:16,13.96,1010,50.5,2158,35.96,74.84,143,24335,64.59,13.29
8/28/2017 09:17,10.58,733,35.83,1830,30.5,88.88,131,22333,41.79,9.9
8/28/2017 09:18,12.01,887,44,2016,33.59,83.78,162,38897,46,11.21
8/28/2017 09:19,11.77,882,43.5,1980,33,60.42,178,26250,44,10.98
8/28/2017 09:20,12.36,1107,55.83,2081,34.68,72.51,152,25278,43.2,11.42
8/28/2017 09:21,14.93,883,43.33,2499,41.65,58.45,187,42403,56.2,14.13
8/28/2017 09:22,13.15,739,36.5,2109,35.15,52.71,180,27391,45.4,12.39
8/28/2017 09:23,10.31,737,36.33,1714,28.56,52.06,148,21323,37.59,9.71
8/28/2017 09:24,11.29,731,36.33,1704,28.39,66.4,184,37503,35.4,10.45
8/28/2017 09:25,11.5,913,46.33,1827,30.45,59.95,178,23944,39.79,10.66
8/28/2017 09:26,12.45,826,40.7,2027,33.78,86.24,192,26841,46.4,11.76
8/28/2017 09:27,16.22,648,30.75,2233,37.21,67.88,157,39343,52.59,15.4
8/28/2017 09:28,9.25,585,28.38,1263,21.04,57.29,193,21514,27.2,8.39
8/28/2017 09:29,15.34,676,33.84,2108,35.13,66.5,203,28264,57.4,14.17
8/28/2017 09:30,12.92,1366,72.59,1680,28,70.68,174,35688,57.2,11.97
8/28/2017 09:31,9.69,971,49.63,1531,25.51,44.77,137,20309,34.4,9.27
8/28/2017 09:32,10.6,882,44.48,1725,28.75,63.89,150,22713,38.4,9.28
8/28/2017 09:33,11.19,1534,80.8,1824,30.39,60.32,145,35566,41.4,10.65
8/28/2017 09:34,10.63,1004,51.29,1792,29.86,55.1,151,22858,39.2,10.06
8/28/2017 09:35,10.56,825,42.13,1793,29.88,44.05,139,23469,40.4,9.99
8/28/2017 09:36,11.01,727,36.84,1823,30.38,54.28,117,35225,37.79,10.16
8/28/2017 09:37,11.54,859,43.96,1894,31.56,62.04,163,26487,45.79,10.45
8/28/2017 09:38,10.95,820,40.81,1799,29.98,69.9,161,23867,39.79,10.37
8/28/2017 09:39,11.09,802,39.71,1709,28.48,68.51,181,38113,39.79,10.41
8/28/2017 09:40,11.27,1113,57.93,1864,31.06,68.26,160,22832,55,10.29
8/28/2017 09:41,10.61,952,47.66,1825,30.41,67.44,138,21596,40.59,10.07
8/28/2017 09:42,11.23,806,40.01,1848,30.79,55.47,148,37389,39.79,10.6
8/28/2017 09:43,10.59,830,41.4,1712,28.53,65.44,173,23149,37.59,9.73
8/28/2017 09:44,11.87,1070,55.09,1964,32.72,60.52,210,26640,43.59,11.15
8/28/2017 09:45,14.62,870,44.03,2418,40.29,49.17,196,43387,50.59,13.58
8/28/2017 09:46,14.44,847,42.53,2432,40.53,67.36,194,30071,51.79,13.65
8/28/2017 09:47,15,880,43.86,2569,42.81,63.78,250,32118,76,14.1
8/28/2017 09:48,15.45,1540,79.03,2530,42.16,71.5,234,42178,58.2,13.56
8/28/2017 09:49,14.89,1593,79.9,2490,41.5,79.08,310,33529,51,14.43
8/28/2017 09:50,14.49,1612,81.83,2366,39.43,86.34,228,30707,60.59,13.48
8/28/2017 09:51,15.02,1301,64.33,2401,40.01,80.18,250,45844,50.4,14.38
8/28/2017 09:52,13.44,921,45.83,2394,39.9,80.12,212,29057,56.2,12.71
8/28/2017 09:53,14.73,925,45.7,2539,42.31,98.99,199,31593,54.4,13.94
8/28/2017 09:54,12.79,915,45.9,2029,33.81,66.38,218,39770,48.59,11.85
8/28/2017 09:55,12.2,799,40.2,1963,32.71,79.95,209,25741,43,11.49
8/28/2017 09:56,13.67,793,39.09,2186,36.43,81.66,196,28510,51.79,12.87
8/28/2017 09:57,13.81,731,36.2,2266,37.76,65.75,194,42464,50.4,12.9
8/28/2017 09:58,12.17,899,44.43,2129,35.47,78.31,212,25854,43.59,11.62
8/28/2017 09:59,11.93,894,44.08,2015,33.58,81.29,196,24793,50.4,11.21
8/28/2017 10:00,16.43,1135,58.83,2438,40.63,62.81,356,49553,54.79,15.23
8/28/2017 10:01,13.68,876,43.36,2132,35.53,54.13,325,39753,51.59,12.86
8/28/2017 10:02,11.75,885,43.73,1937,32.28,61.88,185,24709,46.79,11.01
8/28/2017 10:03,12.86,885,44.38,2029,33.81,80.97,192,39952,42.59,12.12
8/28/2017 10:04,11.73,798,39.81,2034,33.9,62.82,167,23834,52.2,11.08
8/28/2017 10:05,12.37,865,42.98,2014,33.56,77.58,204,28368,43.59,11.37
8/28/2017 10:06,12.4,904,44.91,2017,33.61,60.79,184,39213,40.59,11.73
8/28/2017 10:07,10.58,787,39.81,1723,28.71,78.97,154,22038,45.4,9.86
8/28/2017 10:08,10.55,747,36.53,1835,30.58,61.54,178,23864,41.2,9.88
8/28/2017 10:09,10.75,1050,52.28,1664,27.73,72.65,199,35835,41.4,9.69
8/28/2017 10:10,10.56,1080,54.53,1666,27.76,76.48,169,21438,56.79,9.82
8/28/2017 10:11,10.74,751,37.15,1784,29.73,55.87,175,24042,42,10.08
8/28/2017 10:12,9.42,712,36.38,1431,23.85,72.84,185,33028,29.6,8.57
8/28/2017 10:13,11.44,893,45.66,1824,30.39,76.01,198,24505,38.4,10.68
8/28/2017 10:14,10.97,814,40.88,1768,29.46,56.92,177,24235,36.79,10.14
8/28/2017 10:15,12.29,807,39.83,1766,29.43,65.2,247,42891,38.59,11.34
8/28/2017 10:16,11.62,1057,53.56,1968,32.79,60.83,200,24597,38.59,10.92
